policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
638333,FL,BROWARD COUNTY,0,27395.37,0,0,27395.37,38879.69,0,0,0,0,26.071287,-80.29793,Residential,Wood,1
736051,FL,BROWARD COUNTY,0,31983.52,0,0,31983.52,38398.02,0,0,0,0,26.063612,-80.338333,Residential,Wood,1
839923,FL,BROWARD COUNTY,0,35013.63,0,0,35013.63,37263.95,0,0,0,0,26.081359,-80.322162,Residential,Wood,3
395325,FL,BROWARD COUNTY,0,38650.77,0,0,38650.77,33151.26,0,0,0,0,26.081359,-80.322162,Residential,Wood,3
183521,FL,BROWARD COUNTY,0,539033.95,0,0,539033.95,399321.05,0,0,0,0,26.075807,-80.313638,Residential,Masonry,1
173636,FL,BROWARD COUNTY,0,62836.78,0,0,62836.78,93581.81,0,0,0,0,26.075807,-80.313638,Residential,Wood,1
803392,FL,BROWARD COUNTY,0,16833.96,0,0,16833.96,13258.33,0,0,0,0,26.083353,-80.313367,Residential,Wood,1
989092,FL,BROWARD COUNTY,72936,72936,72936,72936,72936,105967.26,0,0,0,0,26.06159,-80.37905,Residential,Wood,1
837713,FL,BROWARD COUNTY,90000,90000,90000,90000,90000,130688.36,0,3500,3500,0,26.081972,-80.368332,Residential,Wood,1
173122,FL,BROWARD COUNTY,0,7188903.19,0,0,7188903.19,8212603,0,0,0,0,26.063313,-80.362259,Commercial,Reinforced Masonry,3
938759,FL,BROWARD COUNTY,0,15300000,0,0,15300000,18900000,0,0,0,0,26.029309,-80.37719,Commercial,Reinforced Concrete,1
363886,FL,BROWARD COUNTY,0,67885.03,0,0,67885.03,90833.35,0,0,0,0,26.031813,-80.35379,Residential,Wood,3
798273,FL,BROWARD COUNTY,0,279296.61,0,0,279296.61,262519.26,0,0,0,0,26.031813,-80.35379,Residential,Wood,3
838838,FL,BROWARD COUNTY,0,33610.33,0,0,33610.33,67365.16,0,0,0,0,26.031813,-80.35379,Residential,Wood,3
622192,FL,BROWARD COUNTY,0,36020.3,0,0,36020.3,65863.3,0,0,0,0,26.031813,-80.35379,Residential,Wood,3
368898,FL,BROWARD COUNTY,0,60033.99,0,0,60033.99,83960.11,0,0,0,0,26.031813,-80.35379,Residential,Wood,3
381269,FL,BROWARD COUNTY,0,230899.98,0,0,230899.98,285392.37,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
339331,FL,BROWARD COUNTY,0,230899.98,0,0,230899.98,253935.73,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
973510,FL,BROWARD COUNTY,0,115339.99,0,0,115339.99,119372.29,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
321106,FL,BROWARD COUNTY,0,56339.59,0,0,56339.59,55195.9,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
807883,FL,BROWARD COUNTY,0,2895.02,0,0,2895.02,3073.73,0,0,0,0,26.06159,-80.37905,Residential,Wood,1
102101,FL,BROWARD COUNTY,0,1533.01,0,0,1533.01,1389.83,0,0,0,0,26.03951,-80.38576,Residential,Wood,3
985230,FL,BROWARD COUNTY,0,29653.63,0,0,29653.63,23210.8,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
303369,FL,BROWARD COUNTY,0,38250.29,0,0,38250.29,67129.66,0,0,0,0,26.06159,-80.37905,Residential,Wood,1
630502,FL,BROWARD COUNTY,0,32617.2,0,0,32617.2,36233.33,0,0,0,0,26.06278,-80.33725,Residential,Wood,3
120900,FL,BROWARD COUNTY,0,8250.8,0,0,8250.8,10152.83,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
293733,FL,BROWARD COUNTY,0,79130.37,0,0,79130.37,113152.35,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
273372,FL,BROWARD COUNTY,0,75270.35,0,0,75270.35,115735.25,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
215522,FL,BROWARD COUNTY,0,73305.33,0,0,73305.33,81073.11,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
972201,FL,BROWARD COUNTY,0,38600.23,0,0,38600.23,30038.89,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
972550,FL,BROWARD COUNTY,0,22195.13,0,0,22195.13,28832.01,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
193639,FL,BROWARD COUNTY,0,16032.26,0,0,16032.26,21153.6,0,0,0,0,26.06159,-80.37905,Residential,Wood,1
503177,FL,BROWARD COUNTY,0,265376.59,0,0,265376.59,381823.83,0,0,0,0,26.03676,-80.361328,Residential,Wood,1
576577,FL,BROWARD COUNTY,1353612.5,1353612.5,1353612.5,1353612.5,1353612.5,1690217.01,0,0,0,0,26.052933,-80.336916,Residential,Masonry,1
115653,FL,BROWARD COUNTY,0,939399.69,0,0,939399.69,1398271.22,0,0,0,0,26.06839,-80.38768,Residential,Masonry,1
990313,FL,BROWARD COUNTY,872167.5,872167.5,872167.5,872167.5,872167.5,1326736.33,0,0,0,0,26.06979,-80.38018,Residential,Masonry,1
578077,FL,BROWARD COUNTY,0,610517.25,0,0,610517.25,583236.69,0,0,0,0,26.06395,-80.38173,Residential,Masonry,1
507396,FL,BROWARD COUNTY,0,906923.91,0,0,906923.91,1517029.76,0,0,0,0,26.063165,-80.31619,Residential,Masonry,1
935203,FL,BROWARD COUNTY,0,28056.6,0,0,28056.6,31373.78,0,0,0,0,26.08381,-80.38915,Residential,Wood,3
329753,FL,BROWARD COUNTY,0,83169.79,0,0,83169.79,86616.86,0,0,0,0,26.06617,-80.365393,Residential,Wood,3
555750,FL,BROWARD COUNTY,0,67335.83,0,0,67335.83,102829.9,0,0,0,0,26.06263,-80.36223,Residential,Wood,3
199139,FL,BROWARD COUNTY,0,120733.37,0,0,120733.37,190715.73,0,0,0,0,26.083623,-80.365883,Residential,Wood,1
393736,FL,BROWARD COUNTY,0,111889.71,0,0,111889.71,129873.32,0,0,0,0,26.085276,-80.37291,Residential,Wood,1
655227,FL,BROWARD COUNTY,0,12631.08,0,0,12631.08,17786.08,0,0,0,0,26.036736,-80.361328,Residential,Wood,1
273331,FL,BROWARD COUNTY,0,8978.11,0,0,8978.11,9283.13,0,0,0,0,26.0616,-80.37865,Residential,Wood,1
156298,FL,BROWARD COUNTY,0,37003.78,0,0,37003.78,63130.78,0,0,0,0,26.0591,-80.3671,Residential,Wood,3
653679,FL,BROWARD COUNTY,0,27395.37,0,0,27395.37,23075.3,0,0,0,0,26.03586,-80.339503,Residential,Wood,1
130330,FL,BROWARD COUNTY,0,11110.31,0,0,11110.31,13357.3,0,0,0,0,26.03586,-80.339503,Residential,Wood,1
665210,FL,BROWARD COUNTY,0,3927.92,0,0,3927.92,3330.07,0,0,0,0,26.03586,-80.339503,Residential,Wood,1
136985,FL,BROWARD COUNTY,3096268.1,3096268.1,3096268.1,3096268.1,3096268.1,3331637.21,0,0,0,0,26.029705,-80.32337,Commercial,Reinforced Masonry,1
313639,FL,BROWARD COUNTY,326130.2,326130.2,0,0,326130.2,523852.91,0,0,0,0,26.08783,-80.31586,Residential,Wood,1
385835,FL,BROWARD COUNTY,0,331555.99,0,0,331555.99,632619.03,0,0,0,0,26.036523,-80.306731,Residential,Masonry,1
550278,FL,BROWARD COUNTY,0,19300.12,0,0,19300.12,18303.73,0,0,0,0,26.061687,-80.3002,Residential,Wood,1
686179,FL,BROWARD COUNTY,0,783950.75,0,0,783950.75,696508.78,0,0,0,0,26.03817,-80.30683,Residential,Masonry,1
398968,FL,BROWARD COUNTY,0,151756.32,0,0,151756.32,128723.65,0,0,0,0,26.05183,-80.33106,Residential,Wood,1
622001,FL,BROWARD COUNTY,0,265573.73,0,0,265573.73,331053.59,0,0,0,0,26.05183,-80.33106,Residential,Wood,1
910390,FL,BROWARD COUNTY,0,323590.11,0,0,323590.11,233172.26,0,0,0,0,26.05183,-80.33106,Residential,Wood,1
519703,FL,BROWARD COUNTY,0,133671.67,0,0,133671.67,235196.71,0,0,0,0,26.066086,-80.393738,Residential,Wood,3
500720,FL,BROWARD COUNTY,0,50501.88,0,0,50501.88,32353.7,0,0,0,0,26.06173,-80.39366,Residential,Wood,3
376693,FL,BROWARD COUNTY,0,120688.26,0,0,120688.26,102569.33,0,0,0,0,26.088793,-80.371663,Residential,Wood,3
336697,FL,BROWARD COUNTY,0,116703.22,0,0,116703.22,126166.6,0,0,0,0,26.080108,-80.365283,Residential,Wood,1
303287,FL,BROWARD COUNTY,0,113887.33,0,0,113887.33,177281.59,0,0,0,0,26.085228,-80.371352,Residential,Wood,3
531332,FL,BROWARD COUNTY,0,119836.56,0,0,119836.56,132773.21,0,0,0,0,26.088078,-80.37166,Residential,Wood,3
658970,FL,BROWARD COUNTY,0,136006.53,0,0,136006.53,132857.37,0,0,0,0,26.066396,-80.306021,Residential,Wood,1
888992,FL,BROWARD COUNTY,0,207618.82,0,0,207618.82,253100.53,0,0,0,0,26.066086,-80.393738,Residential,Wood,3
518780,FL,BROWARD COUNTY,0,83169.79,0,0,83169.79,135990.82,0,0,0,0,26.066086,-80.393738,Residential,Wood,3
315771,FL,BROWARD COUNTY,0,67338.35,0,0,67338.35,72061.39,0,0,0,0,26.16392,-80.13236,Residential,Wood,1
233712,FL,BROWARD COUNTY,0,31670.63,0,0,31670.63,51523.38,0,0,0,0,26.16392,-80.13236,Residential,Wood,1
225031,FL,BROWARD COUNTY,0,20291.71,0,0,20291.71,18537.07,0,0,0,0,26.188973,-80.133193,Residential,Wood,1
986397,FL,BROWARD COUNTY,0,197778.37,0,0,197778.37,301232.27,0,0,0,0,26.166623,-80.135833,Residential,Wood,1
239607,FL,BROWARD COUNTY,0,3817305,0,0,3817305,3739910.79,0,0,0,0,26.20508,-80.13763,Commercial,Reinforced Masonry,1
128598,FL,BROWARD COUNTY,0,20332.52,0,0,20332.52,27730.52,0,0,0,0,26.167083,-80.123107,Residential,Wood,1
233099,FL,BROWARD COUNTY,0,2587198.68,0,0,2587198.68,3330539.53,0,0,0,0,26.167083,-80.123107,Commercial,Reinforced Masonry,1
589365,FL,BROWARD COUNTY,0,708289.56,0,0,708289.56,1076169.39,0,0,0,0,26.167083,-80.123107,Residential,Masonry,1
882161,FL,BROWARD COUNTY,0,11095.92,0,0,11095.92,9693.3,0,0,0,0,26.167083,-80.123107,Residential,Wood,1
326502,FL,BROWARD COUNTY,0,379898.53,0,0,379898.53,395131.66,0,0,0,0,26.167083,-80.123107,Residential,Masonry,1
130171,FL,BROWARD COUNTY,0,135000,0,135000,135000,163350,0,0,0,0,26.203508,-80.135979,Residential,Wood,1
297586,FL,BROWARD COUNTY,0,3302399.77,0,0,3302399.77,3778732.88,0,0,0,0,26.188951,-80.135002,Commercial,Reinforced Masonry,1
531175,FL,BROWARD COUNTY,0,1376833.33,0,0,1376833.33,2109056.88,0,0,0,0,26.193229,-80.131256,Residential,Masonry,1
737217,FL,BROWARD COUNTY,0,63395.28,0,0,63395.28,100306.93,0,0,0,0,26.1836,-80.135,Residential,Wood,3
860331,FL,BROWARD COUNTY,0,6832.13,0,0,6832.13,8073.52,0,0,0,0,26.1836,-80.135,Residential,Wood,3
537918,FL,BROWARD COUNTY,0,355.38,0,0,355.38,625.71,0,0,0,0,26.17337,-80.138618,Residential,Wood,1
836303,FL,BROWARD COUNTY,0,3188.33,0,0,3188.33,3282.66,0,0,0,0,26.17337,-80.138618,Residential,Wood,1
717570,FL,BROWARD COUNTY,0,68321.27,0,0,68321.27,101905.82,0,0,0,0,26.17337,-80.138618,Residential,Wood,1
953097,FL,BROWARD COUNTY,0,355.38,0,0,355.38,393.31,0,0,0,0,26.175367,-80.132677,Residential,Wood,1
289556,FL,BROWARD COUNTY,0,2732.85,0,0,2732.85,3915.33,0,0,0,0,26.176369,-80.1327,Residential,Wood,1
353108,FL,BROWARD COUNTY,0,3759.72,0,0,3759.72,6896.83,0,0,0,0,26.1836,-80.135,Residential,Wood,3
370936,FL,BROWARD COUNTY,0,1821.9,0,0,1821.9,1679.02,0,0,0,0,26.176369,-80.1327,Residential,Wood,1
388225,FL,BROWARD COUNTY,0,3327.01,0,0,3327.01,7227.83,0,0,0,0,26.176369,-80.1327,Residential,Wood,1
123381,FL,BROWARD COUNTY,0,91095.03,0,0,91095.03,92889.6,0,0,0,0,26.176369,-80.1327,Residential,Wood,1
211750,FL,BROWARD COUNTY,0,5175.11,0,0,5175.11,5211.33,0,0,0,0,26.176369,-80.1327,Residential,Wood,1
162101,FL,BROWARD COUNTY,0,55302.88,0,0,55302.88,35903.71,0,0,0,0,26.176369,-80.1327,Residential,Wood,1
113139,FL,BROWARD COUNTY,0,39170.86,0,0,39170.86,57656.22,0,0,0,0,26.176277,-80.132996,Residential,Wood,1
538368,FL,BROWARD COUNTY,0,5237.07,0,0,5237.07,8556.55,0,0,0,0,26.167305,-80.13103,Residential,Wood,3
823237,FL,BROWARD COUNTY,0,13211.73,0,0,13211.73,11383.22,0,0,0,0,26.167305,-80.13103,Residential,Wood,3
935208,FL,BROWARD COUNTY,0,108111.58,0,0,108111.58,89329.9,0,0,0,0,26.167305,-80.13103,Residential,Wood,3
323883,FL,BROWARD COUNTY,0,11610.06,0,0,11610.06,9703.03,0,0,0,0,26.176277,-80.132996,Residential,Wood,1
833827,FL,BROWARD COUNTY,0,33133.5,0,0,33133.5,70380.93,0,0,0,0,26.176277,-80.132996,Residential,Wood,1
260237,FL,BROWARD COUNTY,0,10819.36,0,0,10819.36,10833.33,0,0,0,0,26.167305,-80.13103,Residential,Wood,3
100590,FL,BROWARD COUNTY,0,65132.95,0,0,65132.95,86700.68,0,0,0,0,26.1836,-80.135,Residential,Wood,3
735901,FL,BROWARD COUNTY,0,13575.2,0,0,13575.2,19676.53,0,0,0,0,26.176322,-80.130539,Residential,Wood,3
767832,FL,BROWARD COUNTY,0,1821900.57,0,0,1821900.57,1592286.33,0,0,0,0,26.176322,-80.130539,Commercial,Reinforced Masonry,3
677796,FL,BROWARD COUNTY,0,355.38,0,0,355.38,660.83,0,0,0,0,26.175367,-80.132677,Residential,Wood,1
890055,FL,BROWARD COUNTY,0,11038.01,0,0,11038.01,12312.33,0,0,0,0,26.18315,-80.13372,Residential,Wood,3
871337,FL,BROWARD COUNTY,0,11038.01,0,0,11038.01,10355.3,0,0,0,0,26.159895,-80.1382,Residential,Wood,3
163572,FL,BROWARD COUNTY,0,10152.53,0,0,10152.53,9373.76,0,0,0,0,26.167305,-80.13103,Residential,Wood,3
697653,FL,BROWARD COUNTY,0,30607.93,0,0,30607.93,35269.13,0,0,0,0,26.167305,-80.13103,Residential,Wood,3
829509,FL,BROWARD COUNTY,0,133658.91,0,0,133658.91,233581.77,0,0,0,0,26.167305,-80.13103,Residential,Wood,3
317699,FL,BROWARD COUNTY,0,536.57,0,0,536.57,582.32,0,0,0,0,26.196193,-80.136833,Residential,Wood,1
727837,FL,BROWARD COUNTY,0,9109.5,0,0,9109.5,10007.52,0,0,0,0,26.1836,-80.135,Residential,Wood,3
339820,FL,BROWARD COUNTY,0,95639.78,0,0,95639.78,110597.16,0,0,0,0,26.196193,-80.136833,Residential,Wood,1
836881,FL,BROWARD COUNTY,0,25506.61,0,0,25506.61,37567.36,0,0,0,0,26.196193,-80.136833,Residential,Wood,1
183231,FL,BROWARD COUNTY,0,8198.55,0,0,8198.55,7580.63,0,0,0,0,26.196193,-80.136833,Residential,Wood,1
382539,FL,BROWARD COUNTY,0,138133.7,0,0,138133.7,133311.31,0,0,0,0,26.16888,-80.135505,Residential,Wood,3
606650,FL,BROWARD COUNTY,0,9109.5,0,0,9109.5,15917.9,0,0,0,0,26.196193,-80.136833,Residential,Wood,1
850259,FL,BROWARD COUNTY,0,153039.65,0,0,153039.65,267393.72,0,0,0,0,26.196193,-80.136833,Residential,Wood,1
693111,FL,BROWARD COUNTY,0,2732.85,0,0,2732.85,2319.93,0,0,0,0,26.1836,-80.135,Residential,Wood,3
299099,FL,BROWARD COUNTY,0,1821.9,0,0,1821.9,1511.93,0,0,0,0,26.1836,-80.135,Residential,Wood,3
155670,FL,BROWARD COUNTY,0,910.95,0,0,910.95,956.5,0,0,0,0,26.18132,-80.13005,Residential,Wood,3
817312,FL,BROWARD COUNTY,0,193305.7,0,0,193305.7,163391.33,0,0,0,0,26.188655,-80.135925,Residential,Wood,3
553139,FL,BROWARD COUNTY,0,107937.61,0,0,107937.61,173289.38,0,0,0,0,26.188655,-80.135925,Residential,Wood,3
119255,FL,BROWARD COUNTY,0,102026.33,0,0,102026.33,178689.09,0,0,0,0,26.166615,-80.13533,Residential,Wood,3
281270,FL,BROWARD COUNTY,0,81985.53,0,0,81985.53,62332.61,0,0,0,0,26.1836,-80.135,Residential,Wood,3
393669,FL,BROWARD COUNTY,0,165792.95,0,0,165792.95,199785.65,0,0,0,0,26.166615,-80.13533,Residential,Wood,3
702235,FL,BROWARD COUNTY,0,39660.95,0,0,39660.95,39263.33,0,0,0,0,26.173767,-80.13061,Residential,Wood,1
606059,FL,BROWARD COUNTY,0,32177,0,0,32177,38231.71,0,0,0,0,26.173767,-80.13061,Residential,Wood,1
998916,FL,BROWARD COUNTY,0,63766.52,0,0,63766.52,57889.93,0,0,0,0,26.173767,-80.13061,Residential,Wood,1
930663,FL,BROWARD COUNTY,0,33239.69,0,0,33239.69,53510.86,0,0,0,0,26.173767,-80.13061,Residential,Wood,1
939638,FL,BROWARD COUNTY,0,32793.21,0,0,32793.21,35211.73,0,0,0,0,26.173767,-80.13061,Residential,Wood,1
936266,FL,BROWARD COUNTY,0,7287.6,0,0,7287.6,11095.37,0,0,0,0,26.173681,-80.138618,Residential,Wood,1
558893,FL,BROWARD COUNTY,0,536079.17,0,0,536079.17,736708.85,0,0,0,0,26.173767,-80.13061,Residential,Masonry,1
767597,FL,BROWARD COUNTY,0,52313.26,0,0,52313.26,80338.86,0,0,0,0,26.17188,-80.12336,Residential,Wood,1
535519,FL,BROWARD COUNTY,0,53325.21,0,0,53325.21,57993.36,0,0,0,0,26.17907,-80.128113,Residential,Wood,1
685300,FL,BROWARD COUNTY,0,350009.33,0,0,350009.33,390870.3,0,0,0,0,26.177519,-80.130709,Residential,Masonry,1
230836,FL,BROWARD COUNTY,0,51923.17,0,0,51923.17,37553.23,0,0,0,0,26.177519,-80.130709,Residential,Wood,1
976057,FL,BROWARD COUNTY,0,18219.01,0,0,18219.01,15556.38,0,0,0,0,26.173681,-80.138618,Residential,Wood,1
659887,FL,BROWARD COUNTY,0,15723,0,0,15723,17705.36,0,0,0,0,26.177519,-80.130709,Residential,Wood,1
565718,FL,BROWARD COUNTY,0,501.02,0,0,501.02,523.96,0,0,0,0,26.175367,-80.132677,Residential,Wood,1
102260,FL,BROWARD COUNTY,0,333965.29,0,0,333965.29,333779.83,0,0,0,0,26.175367,-80.132677,Residential,Masonry,1
733338,FL,BROWARD COUNTY,0,3279.32,0,0,3279.32,5386.93,0,0,0,0,26.173681,-80.138618,Residential,Wood,1
713151,FL,BROWARD COUNTY,0,35537.51,0,0,35537.51,79006.72,0,0,0,0,26.173681,-80.138618,Residential,Wood,1
278876,FL,BROWARD COUNTY,0,3633.8,0,0,3633.8,5783.9,0,0,0,0,26.173189,-80.130338,Residential,Wood,1
286586,FL,BROWARD COUNTY,0,60815.03,0,0,60815.03,63892.28,0,0,0,0,26.18335,-80.125587,Residential,Wood,1
621302,FL,BROWARD COUNTY,0,3553.75,0,0,3553.75,7353.1,0,0,0,0,26.173216,-80.129523,Residential,Wood,1
820835,FL,BROWARD COUNTY,0,13209.91,0,0,13209.91,13151.71,0,0,0,0,26.173189,-80.130338,Residential,Wood,1
779639,FL,BROWARD COUNTY,0,3633.8,0,0,3633.8,3861.79,0,0,0,0,26.173189,-80.130338,Residential,Wood,1
873571,FL,BROWARD COUNTY,0,1357.52,0,0,1357.52,1995.33,0,0,0,0,26.173189,-80.130338,Residential,Wood,1
756885,FL,BROWARD COUNTY,0,9109.5,0,0,9109.5,11538.66,0,0,0,0,26.173189,-80.130338,Residential,Wood,1
627980,FL,BROWARD COUNTY,0,396637.03,0,0,396637.03,327819.7,0,0,0,0,26.173189,-80.130338,Residential,Masonry,1
705508,FL,BROWARD COUNTY,0,17763.53,0,0,17763.53,23389.23,0,0,0,0,26.173216,-80.129523,Residential,Wood,1
603530,FL,BROWARD COUNTY,0,9109.5,0,0,9109.5,12752.03,0,0,0,0,26.1759,-80.13171,Residential,Wood,1
282022,FL,BROWARD COUNTY,0,23001.39,0,0,23001.39,22527.66,0,0,0,0,26.1759,-80.13171,Residential,Wood,1
566663,FL,BROWARD COUNTY,0,3633.8,0,0,3633.8,3596.81,0,0,0,0,26.175367,-80.132677,Residential,Wood,1
790337,FL,BROWARD COUNTY,0,13119.73,0,0,13119.73,23226.39,0,0,0,0,26.17625,-80.13266,Residential,Wood,1
538920,FL,BROWARD COUNTY,0,896595.53,0,0,896595.53,1057035.92,0,0,0,0,26.17625,-80.13266,Residential,Masonry,1
695662,FL,BROWARD COUNTY,0,39660.95,0,0,39660.95,56393.25,0,0,0,0,26.181351,-80.135126,Residential,Wood,3
871763,FL,BROWARD COUNTY,0,3188.33,0,0,3188.33,3393.72,0,0,0,0,26.171051,-80.132525,Residential,Wood,1
632387,FL,BROWARD COUNTY,0,26590.63,0,0,26590.63,25829.51,0,0,0,0,26.173815,-80.138596,Residential,Wood,1
232715,FL,BROWARD COUNTY,0,37859.51,0,0,37859.51,39776.27,0,0,0,0,26.188236,-80.131226,Residential,Wood,1
238383,FL,BROWARD COUNTY,0,1821.9,0,0,1821.9,2121.13,0,0,0,0,26.196819,-80.133103,Residential,Wood,1
371373,FL,BROWARD COUNTY,0,3633.69,0,0,3633.69,3692.06,0,0,0,0,26.196819,-80.133103,Residential,Wood,1
826097,FL,BROWARD COUNTY,0,17763.53,0,0,17763.53,20035.77,0,0,0,0,26.196819,-80.133103,Residential,Wood,1
795027,FL,BROWARD COUNTY,0,10931.3,0,0,10931.3,11177.71,0,0,0,0,26.196819,-80.133103,Residential,Wood,1
933837,FL,BROWARD COUNTY,0,3553.75,0,0,3553.75,5889.16,0,0,0,0,26.196819,-80.133103,Residential,Wood,1
616513,FL,BROWARD COUNTY,0,352665.29,0,0,352665.29,397681.26,0,0,0,0,26.19172,-80.13031,Residential,Wood,1
933263,FL,BROWARD COUNTY,0,118323.53,0,0,118323.53,105867.09,0,0,0,0,26.19172,-80.13031,Residential,Wood,1
339536,FL,BROWARD COUNTY,0,1366.33,0,0,1366.33,1359.17,0,0,0,0,26.19172,-80.13031,Residential,Wood,1
830717,FL,BROWARD COUNTY,0,6376.65,0,0,6376.65,6580.32,0,0,0,0,26.19172,-80.13031,Residential,Wood,1
365582,FL,BROWARD COUNTY,0,2095.19,0,0,2095.19,2030.33,0,0,0,0,26.19172,-80.13031,Residential,Wood,1
972139,FL,BROWARD COUNTY,0,37531.15,0,0,37531.15,36336.5,0,0,0,0,26.171051,-80.132525,Residential,Wood,1
735609,FL,BROWARD COUNTY,0,1328360.76,0,0,1328360.76,1871723.93,0,0,0,0,26.16305,-80.13577,Residential,Masonry,1
123900,FL,BROWARD COUNTY,0,1339377.21,0,0,1339377.21,1907005.27,0,0,0,0,26.16715,-80.13861,Residential,Masonry,1
832677,FL,BROWARD COUNTY,0,201339.27,0,0,201339.27,177722.17,0,0,0,0,26.159985,-80.12657,Residential,Wood,3
997730,FL,BROWARD COUNTY,0,201339.27,0,0,201339.27,286896.38,0,0,0,0,26.030385,-80.33652,Residential,Wood,3
872287,FL,BROWARD COUNTY,0,390013.19,0,0,390013.19,553366.17,0,0,0,0,26.1836,-80.135,Residential,Masonry,3
279288,FL,BROWARD COUNTY,31372,31372,31372,31372,31372,73903.76,0,0,0,0,26.166588,-80.137763,Residential,Wood,1
373626,FL,BROWARD COUNTY,0,11970000,0,0,11970000,17730000,0,0,0,0,26.166918,-80.257187,Commercial,Reinforced Concrete,1
665866,FL,BROWARD COUNTY,0,7301258.09,0,0,7301258.09,12060000,0,0,0,0,26.193859,-80.267159,Commercial,Reinforced Masonry,1
585036,FL,BROWARD COUNTY,0,9630000,0,0,9630000,8337287.63,0,0,0,0,26.169807,-80.292305,Commercial,Reinforced Concrete,3
565722,FL,BROWARD COUNTY,0,968577.78,0,0,968577.78,1369956.31,0,0,0,0,26.17992,-80.28571,Residential,Masonry,1
237871,FL,BROWARD COUNTY,0,639311.55,0,0,639311.55,930372.09,0,0,0,0,26.189028,-80.26799,Residential,Masonry,1
638908,FL,BROWARD COUNTY,0,639311.55,0,0,639311.55,695135.22,0,0,0,0,26.189028,-80.26799,Residential,Masonry,1
152033,FL,BROWARD COUNTY,0,639311.55,0,0,639311.55,766238.33,0,0,0,0,26.189028,-80.26799,Residential,Masonry,1
873033,FL,BROWARD COUNTY,0,639311.55,0,0,639311.55,605922.37,0,0,0,0,26.189028,-80.26799,Residential,Masonry,1
883092,FL,BROWARD COUNTY,0,975363.23,0,0,975363.23,977737.07,0,0,0,0,26.173829,-80.295578,Residential,Masonry,1
659158,FL,BROWARD COUNTY,0,975363.23,0,0,975363.23,1308312.83,0,0,0,0,26.173829,-80.295578,Residential,Masonry,1
395797,FL,BROWARD COUNTY,0,975363.23,0,0,975363.23,1139367.09,0,0,0,0,26.173829,-80.295578,Residential,Masonry,1
356006,FL,BROWARD COUNTY,0,975363.23,0,0,975363.23,1369331.09,0,0,0,0,26.173829,-80.295578,Residential,Masonry,1
532866,FL,BROWARD COUNTY,0,975363.23,0,0,975363.23,816673.27,0,0,0,0,26.173829,-80.295578,Residential,Masonry,1
852102,FL,BROWARD COUNTY,0,975363.23,0,0,975363.23,993680.88,0,0,0,0,26.173829,-80.295578,Residential,Masonry,1
373100,FL,BROWARD COUNTY,0,975363.23,0,0,975363.23,1328271.81,0,0,0,0,26.173829,-80.295578,Residential,Masonry,1
365317,FL,BROWARD COUNTY,0,2706379.82,0,0,2706379.82,2378702.38,0,0,0,0,26.16732,-80.295,Commercial,Reinforced Masonry,1
708338,FL,BROWARD COUNTY,0,306987.12,0,0,306987.12,301651.68,0,0,0,0,26.16732,-80.295,Residential,Wood,1
206525,FL,BROWARD COUNTY,507022.2,507022.2,0,0,507022.2,861805.91,0,0,0,0,26.18838,-80.2551,Residential,Masonry,1
322635,FL,BROWARD COUNTY,388307.7,388307.7,0,0,388307.7,323320.21,0,0,0,0,26.18373,-80.29,Residential,Masonry,1
933603,FL,BROWARD COUNTY,0,333278.33,0,0,333278.33,363938.5,0,0,0,0,26.18838,-80.2551,Residential,Masonry,1
512707,FL,BROWARD COUNTY,0,31150.31,0,0,31150.31,30286.98,0,0,0,0,26.18139,-80.2587,Residential,Wood,1
230778,FL,BROWARD COUNTY,0,65162.89,0,0,65162.89,73976.82,0,0,0,0,26.18139,-80.2587,Residential,Wood,1
383876,FL,BROWARD COUNTY,0,39360.26,0,0,39360.26,77120.36,0,0,0,0,26.188036,-80.2519,Residential,Wood,1
333225,FL,BROWARD COUNTY,0,1296123.23,0,0,1296123.23,1833020.36,0,0,0,0,26.188036,-80.2519,Residential,Masonry,1
969533,FL,BROWARD COUNTY,0,2770.8,0,0,2770.8,3932.07,0,0,0,0,26.169553,-80.293121,Residential,Wood,1
921631,FL,BROWARD COUNTY,0,33795.05,0,0,33795.05,55062.16,0,0,0,0,26.169553,-80.293121,Residential,Wood,1
327771,FL,BROWARD COUNTY,0,2678.89,0,0,2678.89,2337.17,0,0,0,0,26.169553,-80.293121,Residential,Wood,1
931386,FL,BROWARD COUNTY,0,275390.36,0,0,275390.36,309869.33,0,0,0,0,26.169293,-80.293737,Residential,Wood,1
356083,FL,BROWARD COUNTY,0,239371.97,0,0,239371.97,356103.18,0,0,0,0,26.166335,-80.28928,Residential,Wood,3
